question,intent,source,id
"When to submit as a ""Brief communication"", when as an article?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25771
How to establish a presence at a community college that might lead to adjuncting,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7357
Appropriate chemical journal for the synthesis and biological activities of only one (novel) compound with promising antioxidant activities,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32665
Why do citation styles for webpages include accessed date?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24293
What is the responsibility of a publication board in relation to ethical subject studies?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14833
"How are ""workshop style"" lectures conducted? - Descriptions of graduate (and advanced undergrad) courses sometimes indicate that the lectures are going to be conducted in a ""workshop styl",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25332
Is it bad to apply for a job immediately after it was posted?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5845
Is it the norm to allow professors from different departments on a PhD committee?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27488
Interview for a faculty position after accepting a postdoc offer,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5152
How could a postdoc look competitive against a tenured professor?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25524
Reproducing experimental data from published work,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4890
Bioinformatics pipeline flow chart guidelines?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31927
Transitioning from engineering to research as an undergraduate RA,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25845
How much time Google Scholar take (generally) to index an arXiv document?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4735
Is it acceptable for a graduate student to use their university email and affiliation in furtherance of a commercial interest?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22124
"With editor after initial submission - My manuscript appears online as "" with editor"" for 65 days after initial submission in one of the top journals in my field. Could this be be",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9492
Is it realistic to prefer a non-tenure-track research position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28285
"What is the best ""last slide"" in a thesis presentation?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19059
Information in my Thesis incorrectly represented in another publication,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22427
Order of author names in a textbook that is to be published,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19856
Chances of getting R&D job in industry after PhD in AI/Robotics,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16485
Should a dissertation cite the chapter within the dissertation or the published manuscript?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27313
Can I ask a lecturer for letter of recommendation,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),485
Shall I quit trying searching for a postdoc and search for another title in academia?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20364
"For Master's admissions, are recommendations from academics preferred?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24183
Chicago or APA for draft manuscript? - I am relatively new to the writing process. I wrote my first manuscript in APA style and found it time consuming while changing it to the Ch,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4466
"Cover letter - why include address? - I am applying for a postdoc position, and one of the required documents is a covering letter. Internet has models and templates and guides f",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31570
I have PhD degree in Mathematics. Can I get a research supervisor for another PhD?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23435
"How can one carry out a ""Russian style"" seminar?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),34129
How to make a paper anonymous for reviewers when it heavily extends on your own previous work?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14659
Publication- rejection with advising to resubmit,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27539
Is it plagiarism to paraphrase multiple sections?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12795
How to inform an emotionally abusive advisor I don't want to work with him?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33674
"Advice on choosing recommenders - Currently applying for master programs in US and UK, in the track of media and communications / marketing. I don’t have many connections wit",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11785
How do I reply to a professor's email who wants to chat with you?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21246
"How can a person switch from Arts to STEM? - A person (30-35 y/o) has an MA in History and works in a Starbucks shop in Canada or drives Uber. Now, he wants to study MSc in CS/CSE in Ca",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30729
Official name on paper - I'm preparing to publish my first paper. I have a question on my name to use on the paper. I'm commonly known as Steve (which I've been usin,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19793
How can I judge reputation of a publisher? Any rankings?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),970
"Can we first claim and then find the evidence when we write the literature review (i.e., using confirmatory technique)?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20058
apply US professor/faculty position without PhD advisor's reference letter,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18220
My supervisor spells my name incorrectly - I've discovered that every time my supervisor has cited any of the papers or technical documents I've written she/he would:   spell my name,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18125
What changes should be notated in a journal resubmission?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21235
"Getting into a doctorate program with B- - So I am doing a master's degree in mathematics in a large state school that is not very high ranked. I am planning to go for a doctorate, bu",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7402
How can I cite an entire paragraph from one source minus a line in the middle,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10816
Do Nature journals wrongly claim copyright in their published pdfs?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6544
What are the pros and cons of submitting to a Preprint server?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30735
Twitter changes behavior after submitting a research paper about it to conference. What to do?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23293
Immediate access to previously accessed PDFs integrated into a Google Scholar search?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31800
"Temporary job etiquette - My current appointment will be over in about 1.5 months, and I have been approached by a faculty member asking wether I would be interested",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1277
I like my supervisor but not how he does things; What do I do?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2964
How do I become a journal reviewer? - Possible Duplicate:   How do you earn opportunites to review journals or conference papers?       Assume that I have just finished my postdo,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31608
Is it OK to name discrete research areas as your research interests in the statement of purpose?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33190
Can a poster and publication have the same title?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1415
Will a journal reject a paper for citing an Encyclopedia?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7376
Should I have a fourth recommender in PhD Application,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10713
"Time needed to present a poster - I am joining in few days a computer science conference where I will have to present a poster, based on a paper accepted to the conference.",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8711
"Is it ethical (or legal, if applicable) to say you have a degree in X if your degree was in ""X and Y"" (single major)?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26714
"Finishing up an honours project dissertation, discovered an engineering law that means the majority of the designed system isn't needed, what do I do?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15512
When is the best time to ask for letters of reference?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8865
About the meaning of the title Priv-Doz - In Germany there exists the title Priv-Doz before the name of some professors. What does it mean? Do these professors allow to hire postdoct,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10484
"Effects of financial burden on PhD research - I am currently finishing up my 3rd semester in a very good (top 10-15 in US) PhD program in math. After this summer, I will have passed all",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25130
Is the death of a girlfriend's father a reasonable excuse for a student to miss a class?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25156
"Pure maths ""dropout"" wanting to finish MSc thesis",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5268
How much weight does the tripos III carry for further PhD admissions?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11179
"Saying ""good question"" during a seminar talk - During seminars and talks, some presenters hear a question and compliment it by saying ""Good question."" Could this possibly offend the asker",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29588
Should a young professor avoid using dating apps?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3608
"How to avoid using ""I"" in a research paper in case of referring to my previous work?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23576
"My advisor won't review my papers, and he does not let me publish them without his approval",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15315
Is Scimago a good way to rank conference impact?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7018
Can I translate scientific papers ? - So I'm a really bored french student and there's a thought that occurred to me of something that could kill three birds with one Stone : imp,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17655
Publication of review's comments on scientific papers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3664
How do I convert my PhD dissertation so that it can be published as a book?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24562
Will this be a case of self plagiarism or will it annoy the referee?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),399
"Applying for Phd at two different departments, in the same university, but very relevant fields. Would it harm my admission?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23446
Average time alloted for manuscript review across disciplines,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16178
Comp Sci PhD Admissions: How often are Skype interviews requested?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12781
Do graduate schools have more courses & less of a student-teacher ratio than undergraduate?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22773
"Splitting a paper into two papers? - Before I decide to post this question I did google it, and there are at least two similar questions on Academia with very good and informati",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32561
"Where to buy non-kindle-format (epub,azw) e-books which look like the printed books?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2084
"Research in ""Research Engineering"" - from Wikipedia:      Software engineering (SE) is the application of a systematic, disciplined,   quantifiable approach to the development,",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3119
What images published in arXiv papers can I include in my education material?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6484
Plagiarism: quotation from videos course or conference,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28213
How hard is it to re-enter academia as a postdoc in mathematics?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27756
Difference in CS application between MS and PhD,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12087
"Interested in research, not in coursework - I am in the last semester of my undergraduate degree in computer science. I plan to apply for masters and PhD positions thereafter. I did no",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13433
"Thesis supervisor is too much focussed on formatting and typos, rather than content. Is it normal?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18819
Is it a good practice to put the initial work and improved version (both published) in PhD thesis?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3371
Can literature review be a research paper on its own?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20291
Is it recommended to have a free-standing background chapter to avoid cluttering the main text with different topics?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27670
Do Statistics PhD programs require their undergraduate / master's applicants to know measure theory?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2277
Claiming that the model is the first model of its kind,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33840
"How to cite an old paper? - My first article was accepted with minor revisions, one of them being the correction of a citation. This citation points to the first time t",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7864
"Cons of putting accepted paper on arXiv? - If I have a paper accepted for publication in a journal, putting a version of it (that does not conflict with the agreement with the publish",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27370
Where to put declaration in phd thesis? - I am doing my PhD in an europe university and they have almost no requirements about the thesis formatting. I choosed the following outline:,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23630
Master's at Undergrad University Then Pursue PhD Elsewhere,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3623
Is it plagiarism if I don't mention where I found a quotation originally?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4950
"Is it more common to refer to subplots as a ""frame"" or a ""panel""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21795
Switching from Economics to Computer Science?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3979
"Applying ABD: mentioning defense date and thesis committee, but still waiting on a publication",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4207
My PhD supervisor cannot promise me a date to defend my dissertation before my visa expires. Should I just quit my PhD and start over?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20377
Stuck without progress working on thesis - worried about failure,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27442
Publish an article in the journal in which one is an associate editor,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26262
"CC-licensing course slides - I would like to share under a Creative Commons license some course material (slides) I created. However, I used (abused?) of duly cited non-",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7761
Is it appropriate (as an undergraduate) to email an academic with a question on their publication?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11555
How to overcome changing undergrad course/university due to failure,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26002
Is it allowed to ask for help in community for thesis?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21065
"If an author does not intend to make much revenue from a book, why not make it open-access?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25457
Should I get my chair a card/small going away gift although she has never been there for me?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),183
"Are there apart from single, double-blind... review other common categories focusing choice/number of reviewers",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20367
Does building an app or software system count as computer science research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24470
How to determine which textbook problems are the most useful when studying?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13475
Email Professor asking if I can talk about the research we conduct,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10027
How to use Microsoft Word for formatting references according to ACM (and others) guidelines,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20223
Advisor publishing students' work as sole author - ethics and motivation,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8892
Approximate time frame to switch to different research area,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9250
Is it formal to inform readers that a point will be discussed later in the chapter?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23605
Is it legal to download textbooks from academia.edu?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2394
"Career for a mathematician outside academia - Briefly, the question is: what are sensible career choices for a trained mathematician (with a doctoral degree) outside of academia?  The si",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18070
"Conference proceedings and talks on a CV? - I come from a multidisciplinary background, mostly biostatistics and bioinformatics. I'm currently updating my CV to apply for a post doc an",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16441
Suggesting my own paper when serving as a peer reviewer,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31819
Can somebody explain Design Science in Layman's terms,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19906
"Interviewing for teaching position in a department that is similar to, but not exactly, my own field",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3490
Can I use published data to do my analyses and publish?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10541
Using a similar application essay I used before,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14004
"What's the convention for describing the location of a quote on a page, without line numbers?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18265
How to write abstract for conference when you have no results yet?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10942
"Asking for Editor comments even before submitting to the journal, Is it ethical?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30054
What to do if the corresponding author is presumably dead?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2745
Can we change our field of study for masters in canada?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21649
What incentives does an advisor have to help PhD students graduate in a timely manner?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13466
Research on pedagogical benefit of lab reports at the graduate level?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9565
"3 - 4 years since I graduated, how should I time asking for recommendations?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10014
Getting PhD opportunities abroad in my thirties,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8869
What can I do if I still have not recieved the rights review from ACM?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5147
Will once turning down Master's admission impact a PhD application in the same department,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25605
Difference of professor salaries between different department in the United States,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8218
Would it be weird to cold email former students of a prospective advisor?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1453
Is it wise to change my supervisor in the late stages of my PhD?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32892
Is it frowned upon to go to office hours as a graduate student?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7645
Do medical journals require the authors to upload their raw data in addition to the manuscript?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30013
Do graduate schools in mathematics typically send out acceptance letters all at once?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31318
Asking for details of an algorithm developed in an article in review,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11941
Should I cite author names as they appear in the journal or as I know them to be complete?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16389
Can a postdoc change his/her supervisor in Sweden?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1466
How to cite in an appendix (and where to put the Citation list) of a PhD thesis?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21038
Bad reference VS no reference - I just have graduated university and currently am applying for a master degree and various positions on different labs as I am eager to go d,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16944
"Scanned detailed comments for a paper review - Sometimes I find my self reviewing papers with authors who are not very capable English writers. I am a non-native speaker myself, and I kno",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16770
Academic journals aimed at publishing work by high school students,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8405
Why is headhunting uncommon for academic positions?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20083
What kind of science jobs are there at the European level?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17386
How to invite potential collaborators for personal visit?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7750
How to provide English translation of non-English words scattered in a thesis,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23077
Italicization of mathematical symbols: quantity symbols vs units symbols,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1928
"What if I can make a profit for an assignment/project I did similar to ""Google""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23610
Is a Masters Degree required to pursue a PhD?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5342
Limits on one student using all of one's office hours?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24706
How are copyright transfers for a journal article done?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5803
Should sections of a chapter have introductions and conclusions?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13959
"How best to use ""downtime"" during undergraduate research",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17510
How do I tell professors I am no longer applying to graduate school?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31777
"How necessary it is to have PhD students? - If a person has a tenure/ tenure track position on a math department, how obligatory it is to have PhD students? While some people like to h",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7667
Would preaching in a church be advantageous for becoming a lecturer?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23476
"What is US equivalence of ""diplome du baccalaureat technologique (STL) spécialité chimie de laboratoire et de procédés industriels""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4309
How marketable is a BS in Economics for different Masters degrees?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27175
why do academics write peer reviews? - I do not understand what good it does them. A professor said it gives opportunity to read papers he would not read on his own. I am sure the,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12122
"Switching fields in a postdoc after PhD, is that possible in psychology?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29908
"Advising students taking part in a competition: how to provide direction, but not to contribute?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33650
What is the typical time period after which an incoming grad student is expected to start publishing?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24740
J2 or B Visa for Postdoc's spouse - My spouse and I are both recent PhDs. Spouse has got a post-doc position in the US and will be applying for a J1 visa. I expect to get a pos,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2267
What are the pros and cons of pursuing a professorship without a post-doc?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11485
Can I ask a Master's student to have their text proofread?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31516
Should I state my chronic illness as one of the reason I have few Extra curricular activities in my application for Masters Program?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13937
"As a prospective PhD student, is it bad that I have interests in multiple areas of my field?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6681
Which license should I choose on arxiv.org for later publication?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1885
Widening the Search-ability of a Journal's Articles,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32565
"Journal publishing timetables - I am about to submit my first article to a peer-reviewed journal.  I have basically already decided which one, but I have a shortlist and am",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15895
What do teaching faculty do during semester breaks?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11324
A course-based letter from a named professor or a research letter from a young no-name researcher?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13591
How does one know that the field of research they are in is the best fit for them if they are average in it?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30929
Is it preferable to cite the dissertation or a publication based on the dissertation?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30890
"As a student, how can I negotiate comfortable and appropriate sleeping arrangements with a stranger for a conference?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29154
Should one add the 4th LOR for the admit panel (PhD CS USA Fall 2022),college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15451
Editor has requested major revisions to manuscript. Should I give up?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12267
Are you required to declare past conflicts of interest?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12690
Explaining inconsistencies in literature in thesis and/or supporting information of journal article,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24532
Can I ask a postdoc who has closely supervised my research to write me a letter of recommendation?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20462
"Is this journal a scam: Requires payment, invited to submit via email, no comments from reviewers, journal not listed on scimagojr rankings",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14349
What are the steps and resources I can use to publish a math paper?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4249
Are there yearly announced post-doc positions within Canadian universities,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19101
The potential advisor suddenly stopped answering my emails. What should I do now?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31588
When can a person be called a PhD ABD? - Can one call oneself a PhD ABD (All But Dissertation) after completing all of the course work and working on the dissertation?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23443
How to decline a potential PhD supervisor? - I have seen something similar has been asked but I seriously don't know what to do. I applied to 3 PhD programs all from quite good Universi,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5785
How can I cite Intel developer manual? - I'm trying to cite Intel Developer Manual. I'm a bit confused how should I cite it? Should I cite the Whole website with the link and access,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12187
Changing PhD area of math? - Some background: I'm currently about to finish my first PhD year (in a 4 year program) in complex geometry and I'm really struggling with it,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22105
"Origin of the thesis-degree procedure - It just came to my mind, currently if one wants to obtain an academic degree one must to do a thesis. This is a widely accepted method to pr",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28256
"How does one find ""suitable referees"" for publishing a paper in journal?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),704
E-mail address of the conference organizer is not valid?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24316
Dates on degrees don’t make sense – will people care?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24925
Why are the acceptance rates for publications in subfields higher than others?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7266
"Are possibly outdated and damaging studies being taught in universities, and should I be worried?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15669
Is it legally okay to photocopy solutions from a solutions manual when giving answers to students?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26340
"In May, my professor agreed to write me letter of recommendation, but now I just graduated",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27719
Unsure whether to continue maintaining research account on Facebook re Cambridge Analytica,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25470
Is this plagiarism? Can I publish my work - I happen to have worked on a Mathematical topic. The story is complicated.  It was not my original idea. My professor had already worked on,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32458
"Consequences of a paper with major errors, but unrelated to your field/dissertation",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5558
Submitting a paper that contains the researcher name to a conference that employs double blind reviewing,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21465
Is there an equivalent to journal impact factor for scholarly book publishers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21713
How much study gap is acceptable in New Zealand?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),34206
Would you submit your paper that got rejected in a top-tier venue to a lower rank conference?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6340
"How do I reference something I've referred to, but not directly quoted. Or do I?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21820
"I believe my classmates plan to hand in a plagiarized project, how should I handle this?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24552
